fecha,valor
2000-01-31,-1.4
2000-02-29,-1.3
2000-03-31,-1.1
2000-04-30,-1.1
2000-05-31,-1.0
2000-06-30,-1.1
2000-07-31,-0.9
2000-08-31,-0.7
2000-09-30,-0.7
2000-10-31,-0.5
2000-11-30,-0.7
2000-12-31,-0.7
2001-01-31,-1.5
2001-02-28,-1.7
2001-03-31,-1.0
2001-04-30,-0.2
2001-05-31,0.2
2001-06-30,-0.3
2001-07-31,-1.1
2001-08-31,-1.2
2001-09-30,-1.1
2001-10-31,-1.7
2001-11-30,-1.6
2001-12-31,-1.5
2002-01-31,0.6
2002-02-28,4.0
2002-03-31,7.9
2002-04-30,18.4
2002-05-31,23.0
2002-06-30,28.4
2002-07-31,32.9
2002-08-31,36.5
2002-09-30,38.5
2002-10-31,39.4
2002-11-30,40.6
2002-12-31,40.9
2003-01-31,39.6
2003-02-28,36.1
2003-03-31,31.7
2003-04-30,19.4
2003-05-31,14.3
2003-06-30,10.2
2003-07-31,7.3
2003-08-31,4.9
2003-09-30,3.5
2003-10-31,3.9
2003-11-30,3.6
2003-12-31,3.7
2004-01-31,2.7
2004-02-29,2.3
2004-03-31,2.3
2004-04-30,3.1
2004-05-31,4.2
2004-06-30,4.9
2004-07-31,4.9
2004-08-31,5.3
2004-09-30,5.9
2004-10-31,5.7
2004-11-30,5.4
2004-12-31,6.1
2005-01-31,7.2
2005-02-28,8.1
2005-03-31,9.2
2005-04-30,8.8
2005-05-31,8.6
2005-06-30,9.0
2005-07-31,9.6
2005-08-31,9.7
2005-09-30,10.3
2005-10-31,10.7
2005-11-30,12.0
2005-12-31,12.3
2006-01-31,12.1
2006-02-28,11.5
